# activity_index; type; from_event; to_event; lower_bound; upper_bound
745; "change"; 64; 299; 3; 62
746; "change"; 64; 311; 3; 62
747; "change"; 64; 323; 3; 62
748; "change"; 64; 337; 3; 62
749; "change"; 64; 353; 3; 62
750; "change"; 64; 369; 3; 62
751; "change"; 64; 385; 3; 62
752; "change"; 66; 179; 3; 62
753; "change"; 66; 195; 3; 62
754; "change"; 66; 207; 3; 62
755; "change"; 66; 223; 3; 62
756; "change"; 66; 241; 3; 62
757; "change"; 66; 253; 3; 62
758; "change"; 66; 265; 3; 62
759; "change"; 66; 273; 3; 62
760; "change"; 66; 285; 3; 62
761; "change"; 66; 297; 3; 62
762; "change"; 66; 309; 3; 62
763; "change"; 66; 325; 3; 62
764; "change"; 66; 335; 3; 62
765; "change"; 66; 351; 3; 62
766; "change"; 66; 371; 3; 62
767; "change"; 66; 387; 3; 62
768; "change"; 68; 307; 3; 62
769; "change"; 68; 327; 3; 62
770; "change"; 70; 305; 3; 62
771; "change"; 72; 329; 3; 62
772; "change"; 72; 345; 3; 62
773; "change"; 74; 331; 3; 62
774; "change"; 74; 347; 3; 62
775; "change"; 74; 375; 3; 62
776; "change"; 74; 391; 3; 62
777; "change"; 76; 181; 3; 62
778; "change"; 76; 197; 3; 62
779; "change"; 76; 205; 3; 62
780; "change"; 76; 221; 3; 62
781; "change"; 76; 333; 3; 62
782; "change"; 76; 349; 3; 62
783; "change"; 76; 373; 3; 62
784; "change"; 76; 389; 3; 62
785; "change"; 78; 183; 3; 62
786; "change"; 78; 199; 3; 62
787; "change"; 78; 203; 3; 62
788; "change"; 78; 219; 3; 62
789; "change"; 80; 201; 3; 62
790; "change"; 80; 217; 3; 62
791; "change"; 84; 17; 3; 62
792; "change"; 84; 37; 3; 62
793; "change"; 84; 45; 3; 62
794; "change"; 84; 65; 3; 62
795; "change"; 84; 133; 3; 62
796; "change"; 84; 145; 3; 62
797; "change"; 84; 177; 3; 62
798; "change"; 84; 193; 3; 62
799; "change"; 84; 209; 3; 62
800; "change"; 84; 225; 3; 62
801; "change"; 84; 239; 3; 62
802; "change"; 84; 251; 3; 62
803; "change"; 84; 263; 3; 62
804; "change"; 84; 275; 3; 62
805; "change"; 84; 287; 3; 62
806; "change"; 84; 299; 3; 62
807; "change"; 84; 311; 3; 62
808; "change"; 84; 323; 3; 62
809; "change"; 84; 337; 3; 62
810; "change"; 84; 353; 3; 62
811; "change"; 84; 369; 3; 62
812; "change"; 84; 385; 3; 62
813; "change"; 86; 135; 3; 62
814; "change"; 86; 143; 3; 62
815; "change"; 86; 153; 3; 62
816; "change"; 86; 165; 3; 62
817; "change"; 86; 175; 3; 62
818; "change"; 86; 191; 3; 62
819; "change"; 86; 211; 3; 62
820; "change"; 86; 227; 3; 62
821; "change"; 86; 237; 3; 62
822; "change"; 86; 249; 3; 62
823; "change"; 86; 261; 3; 62
824; "change"; 86; 277; 3; 62
825; "change"; 86; 289; 3; 62
826; "change"; 86; 301; 3; 62
827; "change"; 86; 313; 3; 62
828; "change"; 86; 321; 3; 62
829; "change"; 86; 339; 3; 62
830; "change"; 86; 355; 3; 62
831; "change"; 86; 367; 3; 62
832; "change"; 86; 383; 3; 62
833; "change"; 88; 155; 3; 62
834; "change"; 88; 163; 3; 62
835; "change"; 88; 173; 3; 62
836; "change"; 88; 189; 3; 62
837; "change"; 88; 213; 3; 62
838; "change"; 88; 229; 3; 62
839; "change"; 88; 341; 3; 62
840; "change"; 88; 357; 3; 62
841; "change"; 88; 365; 3; 62
842; "change"; 88; 381; 3; 62
843; "change"; 90; 157; 3; 62
844; "change"; 90; 161; 3; 62
845; "change"; 90; 171; 3; 62
846; "change"; 90; 187; 3; 62
847; "change"; 90; 215; 3; 62
848; "change"; 90; 231; 3; 62
849; "change"; 92; 159; 3; 62
850; "change"; 92; 169; 3; 62
851; "change"; 92; 185; 3; 62
852; "change"; 96; 17; 3; 62
853; "change"; 96; 37; 3; 62
854; "change"; 96; 45; 3; 62
855; "change"; 96; 65; 3; 62
856; "change"; 96; 133; 3; 62
857; "change"; 96; 145; 3; 62
858; "change"; 96; 177; 3; 62
859; "change"; 96; 193; 3; 62
860; "change"; 96; 209; 3; 62
861; "change"; 96; 225; 3; 62
862; "change"; 96; 239; 3; 62
863; "change"; 96; 251; 3; 62
864; "change"; 96; 263; 3; 62
865; "change"; 96; 275; 3; 62
866; "change"; 96; 287; 3; 62
867; "change"; 96; 299; 3; 62
868; "change"; 96; 311; 3; 62
869; "change"; 96; 323; 3; 62
870; "change"; 96; 337; 3; 62
871; "change"; 96; 353; 3; 62
872; "change"; 96; 369; 3; 62
873; "change"; 96; 385; 3; 62
874; "change"; 98; 135; 3; 62
875; "change"; 98; 143; 3; 62
876; "change"; 98; 153; 3; 62
877; "change"; 98; 165; 3; 62
878; "change"; 98; 175; 3; 62
879; "change"; 98; 191; 3; 62
880; "change"; 98; 211; 3; 62
881; "change"; 98; 227; 3; 62
882; "change"; 98; 237; 3; 62
883; "change"; 98; 249; 3; 62
884; "change"; 98; 261; 3; 62
885; "change"; 98; 277; 3; 62
886; "change"; 98; 289; 3; 62
887; "change"; 98; 301; 3; 62
888; "change"; 98; 313; 3; 62
889; "change"; 98; 321; 3; 62
890; "change"; 98; 339; 3; 62
891; "change"; 98; 355; 3; 62
892; "change"; 98; 367; 3; 62
893; "change"; 98; 383; 3; 62
894; "change"; 100; 155; 3; 62
895; "change"; 100; 163; 3; 62
896; "change"; 100; 173; 3; 62
897; "change"; 100; 189; 3; 62
898; "change"; 100; 213; 3; 62
899; "change"; 100; 229; 3; 62
900; "change"; 100; 341; 3; 62
901; "change"; 100; 357; 3; 62
902; "change"; 100; 365; 3; 62
903; "change"; 100; 381; 3; 62
904; "change"; 102; 157; 3; 62
905; "change"; 102; 161; 3; 62
906; "change"; 102; 171; 3; 62
907; "change"; 102; 187; 3; 62
908; "change"; 102; 215; 3; 62
909; "change"; 102; 231; 3; 62
910; "change"; 104; 159; 3; 62
911; "change"; 104; 169; 3; 62
912; "change"; 104; 185; 3; 62
913; "change"; 106; 157; 3; 62
914; "change"; 106; 161; 3; 62
915; "change"; 106; 171; 3; 62
916; "change"; 106; 187; 3; 62
917; "change"; 106; 215; 3; 62
918; "change"; 106; 231; 3; 62
919; "change"; 108; 155; 3; 62
920; "change"; 108; 163; 3; 62
921; "change"; 108; 173; 3; 62
922; "change"; 108; 189; 3; 62
923; "change"; 108; 213; 3; 62
924; "change"; 108; 229; 3; 62
925; "change"; 108; 341; 3; 62
926; "change"; 108; 357; 3; 62
927; "change"; 108; 365; 3; 62
928; "change"; 108; 381; 3; 62
929; "change"; 110; 135; 3; 62
930; "change"; 110; 143; 3; 62
931; "change"; 110; 153; 3; 62
932; "change"; 110; 165; 3; 62
933; "change"; 110; 175; 3; 62
934; "change"; 110; 191; 3; 62
935; "change"; 110; 211; 3; 62
936; "change"; 110; 227; 3; 62
937; "change"; 110; 237; 3; 62
938; "change"; 110; 249; 3; 62
939; "change"; 110; 261; 3; 62
940; "change"; 110; 277; 3; 62
941; "change"; 110; 289; 3; 62
942; "change"; 110; 301; 3; 62
943; "change"; 110; 313; 3; 62
944; "change"; 110; 321; 3; 62
945; "change"; 110; 339; 3; 62
946; "change"; 110; 355; 3; 62
947; "change"; 110; 367; 3; 62
948; "change"; 110; 383; 3; 62
949; "change"; 112; 17; 3; 62
950; "change"; 112; 37; 3; 62
951; "change"; 112; 45; 3; 62
952; "change"; 112; 65; 3; 62
953; "change"; 112; 133; 3; 62
954; "change"; 112; 145; 3; 62
955; "change"; 112; 177; 3; 62
956; "change"; 112; 193; 3; 62
957; "change"; 112; 209; 3; 62
958; "change"; 112; 225; 3; 62
959; "change"; 112; 239; 3; 62
960; "change"; 112; 251; 3; 62
961; "change"; 112; 263; 3; 62
962; "change"; 112; 275; 3; 62
963; "change"; 112; 287; 3; 62
964; "change"; 112; 299; 3; 62
965; "change"; 112; 311; 3; 62
966; "change"; 112; 323; 3; 62
967; "change"; 112; 337; 3; 62
968; "change"; 112; 353; 3; 62
969; "change"; 112; 369; 3; 62
970; "change"; 112; 385; 3; 62
971; "change"; 118; 157; 3; 62
972; "change"; 118; 161; 3; 62
973; "change"; 118; 171; 3; 62
974; "change"; 118; 187; 3; 62
975; "change"; 118; 215; 3; 62
976; "change"; 118; 231; 3; 62
977; "change"; 120; 155; 3; 62
978; "change"; 120; 163; 3; 62
979; "change"; 120; 173; 3; 62
980; "change"; 120; 189; 3; 62
981; "change"; 120; 213; 3; 62
982; "change"; 120; 229; 3; 62
983; "change"; 120; 341; 3; 62
984; "change"; 120; 357; 3; 62
985; "change"; 120; 365; 3; 62
986; "change"; 120; 381; 3; 62
987; "change"; 122; 135; 3; 62
988; "change"; 122; 143; 3; 62
989; "change"; 122; 153; 3; 62
990; "change"; 122; 165; 3; 62
991; "change"; 122; 175; 3; 62
992; "change"; 122; 191; 3; 62
993; "change"; 122; 211; 3; 62
994; "change"; 122; 227; 3; 62
995; "change"; 122; 237; 3; 62
996; "change"; 122; 249; 3; 62
997; "change"; 122; 261; 3; 62
998; "change"; 122; 277; 3; 62
999; "change"; 122; 289; 3; 62
1000; "change"; 122; 301; 3; 62
1001; "change"; 122; 313; 3; 62
1002; "change"; 122; 321; 3; 62
1003; "change"; 122; 339; 3; 62
1004; "change"; 122; 355; 3; 62
1005; "change"; 122; 367; 3; 62
1006; "change"; 122; 383; 3; 62
1007; "change"; 124; 17; 3; 62
1008; "change"; 124; 37; 3; 62
1009; "change"; 124; 45; 3; 62
1010; "change"; 124; 65; 3; 62
1011; "change"; 124; 133; 3; 62
1012; "change"; 124; 145; 3; 62
1013; "change"; 124; 177; 3; 62
1014; "change"; 124; 193; 3; 62
1015; "change"; 124; 209; 3; 62
1016; "change"; 124; 225; 3; 62
1017; "change"; 124; 239; 3; 62
1018; "change"; 124; 251; 3; 62
1019; "change"; 124; 263; 3; 62
1020; "change"; 124; 275; 3; 62
1021; "change"; 124; 287; 3; 62
1022; "change"; 124; 299; 3; 62
1023; "change"; 124; 311; 3; 62
1024; "change"; 124; 323; 3; 62
1025; "change"; 124; 337; 3; 62
1026; "change"; 124; 353; 3; 62
1027; "change"; 124; 369; 3; 62
1028; "change"; 124; 385; 3; 62
1029; "change"; 130; 19; 3; 62
1030; "change"; 130; 39; 3; 62
1031; "change"; 130; 43; 3; 62
1032; "change"; 130; 63; 3; 62
1033; "change"; 132; 17; 3; 62
1034; "change"; 132; 37; 3; 62
1035; "change"; 132; 45; 3; 62
1036; "change"; 132; 65; 3; 62
1037; "change"; 132; 85; 3; 62
1038; "change"; 132; 97; 3; 62
1039; "change"; 132; 113; 3; 62
1040; "change"; 132; 125; 3; 62
1041; "change"; 132; 177; 3; 62
1042; "change"; 132; 193; 3; 62
1043; "change"; 132; 209; 3; 62
1044; "change"; 132; 225; 3; 62
1045; "change"; 132; 239; 3; 62
1046; "change"; 132; 251; 3; 62
1047; "change"; 132; 263; 3; 62
1048; "change"; 132; 275; 3; 62
1049; "change"; 132; 287; 3; 62
1050; "change"; 132; 299; 3; 62
1051; "change"; 132; 311; 3; 62
1052; "change"; 132; 323; 3; 62
1053; "change"; 132; 337; 3; 62
1054; "change"; 132; 353; 3; 62
1055; "change"; 132; 369; 3; 62
1056; "change"; 132; 385; 3; 62
1057; "change"; 134; 87; 3; 62
1058; "change"; 134; 99; 3; 62
1059; "change"; 134; 111; 3; 62
1060; "change"; 134; 123; 3; 62
1061; "change"; 134; 153; 3; 62
1062; "change"; 134; 165; 3; 62
1063; "change"; 134; 175; 3; 62
1064; "change"; 134; 191; 3; 62
1065; "change"; 134; 211; 3; 62
1066; "change"; 134; 227; 3; 62
1067; "change"; 134; 237; 3; 62
1068; "change"; 134; 249; 3; 62
1069; "change"; 134; 261; 3; 62
1070; "change"; 134; 277; 3; 62
1071; "change"; 134; 289; 3; 62
1072; "change"; 134; 301; 3; 62
1073; "change"; 134; 313; 3; 62
1074; "change"; 134; 321; 3; 62
1075; "change"; 134; 339; 3; 62
1076; "change"; 134; 355; 3; 62
1077; "change"; 134; 367; 3; 62
1078; "change"; 134; 383; 3; 62
1079; "change"; 136; 151; 3; 62
1080; "change"; 136; 167; 3; 62
1081; "change"; 136; 315; 3; 62
1082; "change"; 136; 319; 3; 62
1083; "change"; 138; 149; 3; 62
1084; "change"; 138; 317; 3; 62
1085; "change"; 140; 151; 3; 62
1086; "change"; 140; 167; 3; 62
1087; "change"; 140; 315; 3; 62
1088; "change"; 140; 319; 3; 62
1089; "change"; 142; 87; 3; 62
1090; "change"; 142; 99; 3; 62
1091; "change"; 142; 111; 3; 62
1092; "change"; 142; 123; 3; 62
1093; "change"; 142; 153; 3; 62
1094; "change"; 142; 165; 3; 62
1095; "change"; 142; 175; 3; 62
1096; "change"; 142; 191; 3; 62
1097; "change"; 142; 211; 3; 62
1098; "change"; 142; 227; 3; 62
1099; "change"; 142; 237; 3; 62
1100; "change"; 142; 249; 3; 62
1101; "change"; 142; 261; 3; 62
1102; "change"; 142; 277; 3; 62
1103; "change"; 142; 289; 3; 62
1104; "change"; 142; 301; 3; 62
1105; "change"; 142; 313; 3; 62
1106; "change"; 142; 321; 3; 62
1107; "change"; 142; 339; 3; 62
1108; "change"; 142; 355; 3; 62
1109; "change"; 142; 367; 3; 62
1110; "change"; 142; 383; 3; 62
1111; "change"; 144; 17; 3; 62
1112; "change"; 144; 37; 3; 62
1113; "change"; 144; 45; 3; 62
1114; "change"; 144; 65; 3; 62
1115; "change"; 144; 85; 3; 62
1116; "change"; 144; 97; 3; 62
1117; "change"; 144; 113; 3; 62
1118; "change"; 144; 125; 3; 62
1119; "change"; 144; 177; 3; 62
1120; "change"; 144; 193; 3; 62
1121; "change"; 144; 209; 3; 62
1122; "change"; 144; 225; 3; 62
1123; "change"; 144; 239; 3; 62
1124; "change"; 144; 251; 3; 62
1125; "change"; 144; 263; 3; 62
1126; "change"; 144; 275; 3; 62
1127; "change"; 144; 287; 3; 62
1128; "change"; 144; 299; 3; 62
1129; "change"; 144; 311; 3; 62
1130; "change"; 144; 323; 3; 62
1131; "change"; 144; 337; 3; 62
1132; "change"; 144; 353; 3; 62
1133; "change"; 144; 369; 3; 62
1134; "change"; 144; 385; 3; 62
1135; "change"; 146; 19; 3; 62
1136; "change"; 146; 39; 3; 62
1137; "change"; 146; 43; 3; 62
1138; "change"; 146; 63; 3; 62
1139; "change"; 148; 41; 3; 62
1140; "change"; 148; 61; 3; 62
1141; "change"; 150; 137; 3; 62
1142; "change"; 150; 141; 3; 62
1143; "change"; 150; 315; 3; 62
1144; "change"; 150; 319; 3; 62
1145; "change"; 152; 87; 3; 62
1146; "change"; 152; 99; 3; 62
1147; "change"; 152; 111; 3; 62
1148; "change"; 152; 123; 3; 62
1149; "change"; 152; 135; 3; 62
1150; "change"; 152; 143; 3; 62
1151; "change"; 152; 175; 3; 62
1152; "change"; 152; 191; 3; 62
1153; "change"; 152; 211; 3; 62
1154; "change"; 152; 227; 3; 62
1155; "change"; 152; 237; 3; 62
1156; "change"; 152; 249; 3; 62
1157; "change"; 152; 261; 3; 62
1158; "change"; 152; 277; 3; 62
1159; "change"; 152; 289; 3; 62
1160; "change"; 152; 301; 3; 62
1161; "change"; 152; 313; 3; 62
1162; "change"; 152; 321; 3; 62
1163; "change"; 152; 339; 3; 62
1164; "change"; 152; 355; 3; 62
1165; "change"; 152; 367; 3; 62
1166; "change"; 152; 383; 3; 62
1167; "change"; 154; 89; 3; 62
1168; "change"; 154; 101; 3; 62
1169; "change"; 154; 109; 3; 62
1170; "change"; 154; 121; 3; 62
1171; "change"; 154; 173; 3; 62
1172; "change"; 154; 189; 3; 62
1173; "change"; 154; 213; 3; 62
1174; "change"; 154; 229; 3; 62
1175; "change"; 154; 341; 3; 62
1176; "change"; 154; 357; 3; 62
1177; "change"; 154; 365; 3; 62
1178; "change"; 154; 381; 3; 62
1179; "change"; 156; 91; 3; 62
1180; "change"; 156; 103; 3; 62
1181; "change"; 156; 107; 3; 62
1182; "change"; 156; 119; 3; 62
1183; "change"; 156; 171; 3; 62
1184; "change"; 156; 187; 3; 62
1185; "change"; 156; 215; 3; 62
1186; "change"; 156; 231; 3; 62
1187; "change"; 158; 105; 3; 62
1188; "change"; 158; 117; 3; 62
1189; "change"; 158; 169; 3; 62
1190; "change"; 158; 185; 3; 62
1191; "change"; 160; 91; 3; 62
1192; "change"; 160; 103; 3; 62
1193; "change"; 160; 107; 3; 62
1194; "change"; 160; 119; 3; 62
1195; "change"; 160; 171; 3; 62
1196; "change"; 160; 187; 3; 62
1197; "change"; 160; 215; 3; 62
1198; "change"; 160; 231; 3; 62
1199; "change"; 162; 89; 3; 62
1200; "change"; 162; 101; 3; 62
1201; "change"; 162; 109; 3; 62
1202; "change"; 162; 121; 3; 62
1203; "change"; 162; 173; 3; 62
1204; "change"; 162; 189; 3; 62
1205; "change"; 162; 213; 3; 62
1206; "change"; 162; 229; 3; 62
1207; "change"; 162; 341; 3; 62
1208; "change"; 162; 357; 3; 62
1209; "change"; 162; 365; 3; 62
1210; "change"; 162; 381; 3; 62
1211; "change"; 164; 87; 3; 62
1212; "change"; 164; 99; 3; 62
1213; "change"; 164; 111; 3; 62
1214; "change"; 164; 123; 3; 62
1215; "change"; 164; 135; 3; 62
1216; "change"; 164; 143; 3; 62
1217; "change"; 164; 175; 3; 62
1218; "change"; 164; 191; 3; 62
1219; "change"; 164; 211; 3; 62
1220; "change"; 164; 227; 3; 62
1221; "change"; 164; 237; 3; 62
1222; "change"; 164; 249; 3; 62
1223; "change"; 164; 261; 3; 62
1224; "change"; 164; 277; 3; 62
1225; "change"; 164; 289; 3; 62
1226; "change"; 164; 301; 3; 62
1227; "change"; 164; 313; 3; 62
1228; "change"; 164; 321; 3; 62
1229; "change"; 164; 339; 3; 62
1230; "change"; 164; 355; 3; 62
1231; "change"; 164; 367; 3; 62
1232; "change"; 164; 383; 3; 62
1233; "change"; 166; 137; 3; 62
1234; "change"; 166; 141; 3; 62
1235; "change"; 166; 315; 3; 62
1236; "change"; 166; 319; 3; 62
1237; "change"; 168; 139; 3; 62
1238; "change"; 168; 317; 3; 62
1239; "change"; 170; 91; 3; 62
1240; "change"; 170; 103; 3; 62
1241; "change"; 170; 107; 3; 62
1242; "change"; 170; 119; 3; 62
1243; "change"; 170; 157; 3; 62
1244; "change"; 170; 161; 3; 62
1245; "change"; 172; 89; 3; 62
1246; "change"; 172; 101; 3; 62
1247; "change"; 172; 109; 3; 62
1248; "change"; 172; 121; 3; 62
1249; "change"; 172; 155; 3; 62
1250; "change"; 172; 163; 3; 62
1251; "change"; 172; 341; 3; 62
1252; "change"; 172; 357; 3; 62
1253; "change"; 172; 365; 3; 62
1254; "change"; 172; 381; 3; 62
1255; "change"; 174; 87; 3; 62
1256; "change"; 174; 99; 3; 62
1257; "change"; 174; 111; 3; 62
1258; "change"; 174; 123; 3; 62
1259; "change"; 174; 135; 3; 62
1260; "change"; 174; 143; 3; 62
1261; "change"; 174; 153; 3; 62
1262; "change"; 174; 165; 3; 62
1263; "change"; 174; 237; 3; 62
1264; "change"; 174; 249; 3; 62
1265; "change"; 174; 261; 3; 62
1266; "change"; 174; 277; 3; 62
1267; "change"; 174; 289; 3; 62
1268; "change"; 174; 301; 3; 62
1269; "change"; 174; 313; 3; 62
1270; "change"; 174; 321; 3; 62
1271; "change"; 174; 339; 3; 62
1272; "change"; 174; 355; 3; 62
1273; "change"; 174; 367; 3; 62
1274; "change"; 174; 383; 3; 62
1275; "change"; 176; 17; 3; 62
1276; "change"; 176; 37; 3; 62
1277; "change"; 176; 45; 3; 62
1278; "change"; 176; 65; 3; 62
1279; "change"; 176; 85; 3; 62
1280; "change"; 176; 97; 3; 62
1281; "change"; 176; 113; 3; 62
1282; "change"; 176; 125; 3; 62
1283; "change"; 176; 133; 3; 62
1284; "change"; 176; 145; 3; 62
1285; "change"; 176; 239; 3; 62
1286; "change"; 176; 251; 3; 62
1287; "change"; 176; 263; 3; 62
1288; "change"; 176; 275; 3; 62
1289; "change"; 176; 287; 3; 62
1290; "change"; 176; 299; 3; 62
1291; "change"; 176; 311; 3; 62
1292; "change"; 176; 323; 3; 62
1293; "change"; 176; 337; 3; 62
1294; "change"; 176; 353; 3; 62
1295; "change"; 176; 369; 3; 62
1296; "change"; 176; 385; 3; 62
1297; "change"; 178; 15; 3; 62
1298; "change"; 178; 35; 3; 62
1299; "change"; 178; 47; 3; 62
1300; "change"; 178; 67; 3; 62
1301; "change"; 178; 241; 3; 62
1302; "change"; 178; 253; 3; 62
1303; "change"; 178; 265; 3; 62
1304; "change"; 178; 273; 3; 62
1305; "change"; 178; 285; 3; 62
1306; "change"; 178; 297; 3; 62
1307; "change"; 178; 309; 3; 62
1308; "change"; 178; 325; 3; 62
1309; "change"; 178; 335; 3; 62
1310; "change"; 178; 351; 3; 62
1311; "change"; 178; 371; 3; 62
1312; "change"; 178; 387; 3; 62
1313; "change"; 180; 5; 3; 62
1314; "change"; 180; 25; 3; 62
1315; "change"; 180; 57; 3; 62
1316; "change"; 180; 77; 3; 62
1317; "change"; 180; 333; 3; 62
1318; "change"; 180; 349; 3; 62
1319; "change"; 180; 373; 3; 62
1320; "change"; 180; 389; 3; 62
1321; "change"; 182; 3; 3; 62
1322; "change"; 182; 23; 3; 62
1323; "change"; 182; 59; 3; 62
1324; "change"; 182; 79; 3; 62
1325; "change"; 184; 1; 3; 62
1326; "change"; 184; 21; 3; 62
1327; "change"; 186; 91; 3; 62
1328; "change"; 186; 103; 3; 62
1329; "change"; 186; 107; 3; 62
1330; "change"; 186; 119; 3; 62
1331; "change"; 186; 157; 3; 62
1332; "change"; 186; 161; 3; 62
1333; "change"; 188; 89; 3; 62
1334; "change"; 188; 101; 3; 62
1335; "change"; 188; 109; 3; 62
1336; "change"; 188; 121; 3; 62
1337; "change"; 188; 155; 3; 62
1338; "change"; 188; 163; 3; 62
1339; "change"; 188; 341; 3; 62
1340; "change"; 188; 357; 3; 62
1341; "change"; 188; 365; 3; 62
1342; "change"; 188; 381; 3; 62
1343; "change"; 190; 87; 3; 62
1344; "change"; 190; 99; 3; 62
1345; "change"; 190; 111; 3; 62
1346; "change"; 190; 123; 3; 62
1347; "change"; 190; 135; 3; 62
1348; "change"; 190; 143; 3; 62
1349; "change"; 190; 153; 3; 62
1350; "change"; 190; 165; 3; 62
1351; "change"; 190; 237; 3; 62
1352; "change"; 190; 249; 3; 62
1353; "change"; 190; 261; 3; 62
1354; "change"; 190; 277; 3; 62
1355; "change"; 190; 289; 3; 62
1356; "change"; 190; 301; 3; 62
1357; "change"; 190; 313; 3; 62
1358; "change"; 190; 321; 3; 62
1359; "change"; 190; 339; 3; 62
1360; "change"; 190; 355; 3; 62
1361; "change"; 190; 367; 3; 62
1362; "change"; 190; 383; 3; 62
1363; "change"; 192; 17; 3; 62
1364; "change"; 192; 37; 3; 62
1365; "change"; 192; 45; 3; 62
1366; "change"; 192; 65; 3; 62
1367; "change"; 192; 85; 3; 62
1368; "change"; 192; 97; 3; 62
1369; "change"; 192; 113; 3; 62
1370; "change"; 192; 125; 3; 62
1371; "change"; 192; 133; 3; 62
1372; "change"; 192; 145; 3; 62
1373; "change"; 192; 239; 3; 62
1374; "change"; 192; 251; 3; 62
1375; "change"; 192; 263; 3; 62
1376; "change"; 192; 275; 3; 62
1377; "change"; 192; 287; 3; 62
1378; "change"; 192; 299; 3; 62
1379; "change"; 192; 311; 3; 62
1380; "change"; 192; 323; 3; 62
1381; "change"; 192; 337; 3; 62
1382; "change"; 192; 353; 3; 62
1383; "change"; 192; 369; 3; 62
1384; "change"; 192; 385; 3; 62
1385; "change"; 194; 15; 3; 62
1386; "change"; 194; 35; 3; 62
1387; "change"; 194; 47; 3; 62
1388; "change"; 194; 67; 3; 62
1389; "change"; 194; 241; 3; 62
1390; "change"; 194; 253; 3; 62
1391; "change"; 194; 265; 3; 62
1392; "change"; 194; 273; 3; 62
1393; "change"; 194; 285; 3; 62
1394; "change"; 194; 297; 3; 62
1395; "change"; 194; 309; 3; 62
1396; "change"; 194; 325; 3; 62
1397; "change"; 194; 335; 3; 62
1398; "change"; 194; 351; 3; 62
1399; "change"; 194; 371; 3; 62
1400; "change"; 194; 387; 3; 62
1401; "change"; 196; 5; 3; 62
1402; "change"; 196; 25; 3; 62
1403; "change"; 196; 57; 3; 62
1404; "change"; 196; 77; 3; 62
1405; "change"; 196; 333; 3; 62
1406; "change"; 196; 349; 3; 62
1407; "change"; 196; 373; 3; 62
1408; "change"; 196; 389; 3; 62
1409; "change"; 198; 3; 3; 62
1410; "change"; 198; 23; 3; 62
1411; "change"; 198; 59; 3; 62
1412; "change"; 198; 79; 3; 62
1413; "change"; 200; 1; 3; 62
1414; "change"; 200; 21; 3; 62
1415; "change"; 202; 3; 3; 62
1416; "change"; 202; 23; 3; 62
1417; "change"; 202; 59; 3; 62
1418; "change"; 202; 79; 3; 62
1419; "change"; 204; 5; 3; 62
1420; "change"; 204; 25; 3; 62
1421; "change"; 204; 57; 3; 62
1422; "change"; 204; 77; 3; 62
1423; "change"; 204; 333; 3; 62
1424; "change"; 204; 349; 3; 62
1425; "change"; 204; 373; 3; 62
1426; "change"; 204; 389; 3; 62
1427; "change"; 206; 15; 3; 62
1428; "change"; 206; 35; 3; 62
1429; "change"; 206; 47; 3; 62
1430; "change"; 206; 67; 3; 62
1431; "change"; 206; 241; 3; 62
1432; "change"; 206; 253; 3; 62
1433; "change"; 206; 265; 3; 62
1434; "change"; 206; 273; 3; 62
1435; "change"; 206; 285; 3; 62
1436; "change"; 206; 297; 3; 62
1437; "change"; 206; 309; 3; 62
1438; "change"; 206; 325; 3; 62
1439; "change"; 206; 335; 3; 62
1440; "change"; 206; 351; 3; 62
1441; "change"; 206; 371; 3; 62
1442; "change"; 206; 387; 3; 62
1443; "change"; 208; 17; 3; 62
1444; "change"; 208; 37; 3; 62
1445; "change"; 208; 45; 3; 62
1446; "change"; 208; 65; 3; 62
1447; "change"; 208; 85; 3; 62
1448; "change"; 208; 97; 3; 62
1449; "change"; 208; 113; 3; 62
1450; "change"; 208; 125; 3; 62
1451; "change"; 208; 133; 3; 62
1452; "change"; 208; 145; 3; 62
1453; "change"; 208; 239; 3; 62
1454; "change"; 208; 251; 3; 62
1455; "change"; 208; 263; 3; 62
1456; "change"; 208; 275; 3; 62
1457; "change"; 208; 287; 3; 62
1458; "change"; 208; 299; 3; 62
1459; "change"; 208; 311; 3; 62
1460; "change"; 208; 323; 3; 62
1461; "change"; 208; 337; 3; 62
1462; "change"; 208; 353; 3; 62
1463; "change"; 208; 369; 3; 62
1464; "change"; 208; 385; 3; 62
1465; "change"; 210; 87; 3; 62
1466; "change"; 210; 99; 3; 62
1467; "change"; 210; 111; 3; 62
1468; "change"; 210; 123; 3; 62
1469; "change"; 210; 135; 3; 62
1470; "change"; 210; 143; 3; 62
1471; "change"; 210; 153; 3; 62
1472; "change"; 210; 165; 3; 62
1473; "change"; 210; 237; 3; 62
1474; "change"; 210; 249; 3; 62
1475; "change"; 210; 261; 3; 62
1476; "change"; 210; 277; 3; 62
1477; "change"; 210; 289; 3; 62
1478; "change"; 210; 301; 3; 62
1479; "change"; 210; 313; 3; 62
1480; "change"; 210; 321; 3; 62
1481; "change"; 210; 339; 3; 62
1482; "change"; 210; 355; 3; 62
1483; "change"; 210; 367; 3; 62
1484; "change"; 210; 383; 3; 62
1485; "change"; 212; 89; 3; 62
1486; "change"; 212; 101; 3; 62
1487; "change"; 212; 109; 3; 62
1488; "change"; 212; 121; 3; 62
1489; "change"; 212; 155; 3; 62
1490; "change"; 212; 163; 3; 62
1491; "change"; 212; 341; 3; 62
1492; "change"; 212; 357; 3; 62
