# activity_index;   type;   from_event;   to_event;   lower_bound;   upper_bound
734; "drive"; 757; 758; 28; 40
735; "wait"; 758; 759; 20; 319
736; "drive"; 759; 760; 28; 40
737; "wait"; 760; 761; 20; 319
738; "drive"; 761; 762; 24; 36
739; "wait"; 762; 763; 20; 319
740; "drive"; 763; 764; 34; 50
741; "wait"; 764; 765; 20; 319
742; "drive"; 765; 766; 36; 56
743; "wait"; 766; 767; 20; 319
744; "drive"; 767; 768; 24; 36
745; "wait"; 768; 769; 20; 319
746; "drive"; 769; 770; 24; 36
747; "wait"; 770; 771; 20; 319
748; "drive"; 771; 772; 24; 36
749; "drive"; 773; 774; 24; 36
750; "wait"; 774; 775; 20; 319
751; "drive"; 775; 776; 24; 36
752; "wait"; 776; 777; 20; 319
753; "drive"; 777; 778; 24; 36
754; "wait"; 778; 779; 20; 319
755; "drive"; 779; 780; 36; 56
756; "wait"; 780; 781; 20; 319
757; "drive"; 781; 782; 34; 50
758; "wait"; 782; 783; 20; 319
759; "drive"; 783; 784; 24; 36
760; "wait"; 784; 785; 20; 319
761; "drive"; 785; 786; 28; 40
762; "wait"; 786; 787; 20; 319
763; "drive"; 787; 788; 28; 40
764; "wait"; 788; 789; 20; 319
765; "drive"; 789; 790; 34; 50
766; "wait"; 790; 791; 20; 319
767; "drive"; 791; 792; 26; 38
768; "wait"; 792; 793; 20; 319
769; "drive"; 793; 794; 96; 144
770; "wait"; 794; 795; 20; 319
771; "drive"; 795; 796; 32; 48
772; "wait"; 796; 797; 20; 319
773; "drive"; 797; 798; 128; 192
774; "wait"; 798; 799; 20; 319
775; "drive"; 799; 800; 32; 48
776; "wait"; 800; 801; 20; 319
777; "drive"; 801; 802; 96; 144
778; "wait"; 802; 803; 20; 319
779; "drive"; 803; 804; 80; 120
780; "drive"; 805; 806; 24; 36
781; "wait"; 806; 807; 20; 319
782; "drive"; 807; 808; 24; 36
783; "wait"; 808; 809; 20; 319
784; "drive"; 809; 810; 24; 36
785; "wait"; 810; 811; 20; 319
786; "drive"; 811; 812; 36; 56
787; "wait"; 812; 813; 20; 319
788; "drive"; 813; 814; 34; 50
789; "wait"; 814; 815; 20; 319
790; "drive"; 815; 816; 24; 36
791; "wait"; 816; 817; 20; 319
792; "drive"; 817; 818; 28; 40
793; "wait"; 818; 819; 20; 319
794; "drive"; 819; 820; 28; 40
795; "wait"; 820; 821; 20; 319
796; "drive"; 821; 822; 34; 50
797; "wait"; 822; 823; 20; 319
798; "drive"; 823; 824; 26; 38
799; "wait"; 824; 825; 20; 319
800; "drive"; 825; 826; 96; 144
801; "wait"; 826; 827; 20; 319
802; "drive"; 827; 828; 32; 48
803; "wait"; 828; 829; 20; 319
804; "drive"; 829; 830; 128; 192
805; "wait"; 830; 831; 20; 319
806; "drive"; 831; 832; 32; 48
807; "wait"; 832; 833; 20; 319
808; "drive"; 833; 834; 96; 144
809; "wait"; 834; 835; 20; 319
810; "drive"; 835; 836; 80; 120
811; "drive"; 837; 838; 24; 36
812; "wait"; 838; 839; 20; 319
813; "drive"; 839; 840; 24; 36
814; "wait"; 840; 841; 20; 319
815; "drive"; 841; 842; 24; 36
816; "wait"; 842; 843; 20; 319
817; "drive"; 843; 844; 36; 56
818; "wait"; 844; 845; 20; 319
819; "drive"; 845; 846; 34; 50
820; "wait"; 846; 847; 20; 319
821; "drive"; 847; 848; 24; 36
822; "wait"; 848; 849; 20; 319
823; "drive"; 849; 850; 28; 40
824; "wait"; 850; 851; 20; 319
825; "drive"; 851; 852; 28; 40
826; "wait"; 852; 853; 20; 319
827; "drive"; 853; 854; 34; 50
828; "wait"; 854; 855; 20; 319
829; "drive"; 855; 856; 26; 38
830; "wait"; 856; 857; 20; 319
831; "drive"; 857; 858; 96; 144
832; "wait"; 858; 859; 20; 319
833; "drive"; 859; 860; 32; 48
834; "wait"; 860; 861; 20; 319
835; "drive"; 861; 862; 128; 192
836; "wait"; 862; 863; 20; 319
837; "drive"; 863; 864; 32; 48
838; "wait"; 864; 865; 20; 319
839; "drive"; 865; 866; 96; 144
840; "wait"; 866; 867; 20; 319
841; "drive"; 867; 868; 80; 120
842; "drive"; 869; 870; 80; 120
843; "wait"; 870; 871; 20; 319
844; "drive"; 871; 872; 96; 144
845; "wait"; 872; 873; 20; 319
846; "drive"; 873; 874; 32; 48
847; "wait"; 874; 875; 20; 319
848; "drive"; 875; 876; 128; 192
849; "wait"; 876; 877; 20; 319
850; "drive"; 877; 878; 32; 48
851; "wait"; 878; 879; 20; 319
852; "drive"; 879; 880; 96; 144
853; "wait"; 880; 881; 20; 319
854; "drive"; 881; 882; 26; 38
855; "wait"; 882; 883; 20; 319
856; "drive"; 883; 884; 34; 50
857; "wait"; 884; 885; 20; 319
858; "drive"; 885; 886; 28; 40
859; "wait"; 886; 887; 20; 319
860; "drive"; 887; 888; 28; 40
861; "wait"; 888; 889; 20; 319
862; "drive"; 889; 890; 24; 36
863; "wait"; 890; 891; 20; 319
864; "drive"; 891; 892; 34; 50
865; "wait"; 892; 893; 20; 319
866; "drive"; 893; 894; 36; 56
867; "wait"; 894; 895; 20; 319
868; "drive"; 895; 896; 24; 36
869; "wait"; 896; 897; 20; 319
870; "drive"; 897; 898; 24; 36
871; "wait"; 898; 899; 20; 319
872; "drive"; 899; 900; 24; 36
873; "drive"; 901; 902; 80; 120
874; "wait"; 902; 903; 20; 319
875; "drive"; 903; 904; 96; 144
876; "wait"; 904; 905; 20; 319
877; "drive"; 905; 906; 32; 48
878; "wait"; 906; 907; 20; 319
879; "drive"; 907; 908; 128; 192
880; "wait"; 908; 909; 20; 319
881; "drive"; 909; 910; 32; 48
882; "wait"; 910; 911; 20; 319
883; "drive"; 911; 912; 96; 144
884; "wait"; 912; 913; 20; 319
885; "drive"; 913; 914; 26; 38
886; "wait"; 914; 915; 20; 319
887; "drive"; 915; 916; 34; 50
888; "wait"; 916; 917; 20; 319
889; "drive"; 917; 918; 28; 40
890; "wait"; 918; 919; 20; 319
891; "drive"; 919; 920; 28; 40
892; "wait"; 920; 921; 20; 319
893; "drive"; 921; 922; 24; 36
894; "wait"; 922; 923; 20; 319
895; "drive"; 923; 924; 34; 50
896; "wait"; 924; 925; 20; 319
897; "drive"; 925; 926; 36; 56
898; "wait"; 926; 927; 20; 319
899; "drive"; 927; 928; 24; 36
900; "wait"; 928; 929; 20; 319
901; "drive"; 929; 930; 24; 36
902; "wait"; 930; 931; 20; 319
903; "drive"; 931; 932; 24; 36
904; "drive"; 933; 934; 80; 120
905; "wait"; 934; 935; 20; 319
906; "drive"; 935; 936; 96; 144
907; "wait"; 936; 937; 20; 319
908; "drive"; 937; 938; 32; 48
909; "wait"; 938; 939; 20; 319
910; "drive"; 939; 940; 128; 192
911; "wait"; 940; 941; 20; 319
912; "drive"; 941; 942; 32; 48
913; "wait"; 942; 943; 20; 319
914; "drive"; 943; 944; 96; 144
915; "wait"; 944; 945; 20; 319
916; "drive"; 945; 946; 26; 38
917; "wait"; 946; 947; 20; 319
918; "drive"; 947; 948; 34; 50
919; "wait"; 948; 949; 20; 319
920; "drive"; 949; 950; 28; 40
921; "wait"; 950; 951; 20; 319
922; "drive"; 951; 952; 28; 40
923; "wait"; 952; 953; 20; 319
924; "drive"; 953; 954; 24; 36
925; "wait"; 954; 955; 20; 319
926; "drive"; 955; 956; 34; 50
927; "wait"; 956; 957; 20; 319
928; "drive"; 957; 958; 36; 56
929; "wait"; 958; 959; 20; 319
930; "drive"; 959; 960; 24; 36
931; "wait"; 960; 961; 20; 319
932; "drive"; 961; 962; 24; 36
933; "wait"; 962; 963; 20; 319
934; "drive"; 963; 964; 24; 36
935; "sync"; 1; 47; 75; 75
936; "sync"; 2; 48; 75; 75
937; "sync"; 3; 49; 75; 75
938; "sync"; 4; 50; 75; 75
939; "sync"; 5; 51; 75; 75
940; "sync"; 6; 52; 75; 75
941; "sync"; 7; 53; 75; 75
942; "sync"; 8; 54; 75; 75
943; "sync"; 9; 55; 75; 75
944; "sync"; 10; 56; 75; 75
945; "sync"; 11; 57; 75; 75
946; "sync"; 12; 58; 75; 75
947; "sync"; 13; 59; 75; 75
948; "sync"; 14; 60; 75; 75
949; "sync"; 15; 61; 75; 75
950; "sync"; 16; 62; 75; 75
951; "sync"; 17; 63; 75; 75
952; "sync"; 18; 64; 75; 75
953; "sync"; 19; 65; 75; 75
954; "sync"; 20; 66; 75; 75
955; "sync"; 21; 67; 75; 75
956; "sync"; 22; 68; 75; 75
957; "sync"; 23; 69; 75; 75
958; "sync"; 24; 70; 75; 75
959; "sync"; 25; 71; 75; 75
960; "sync"; 26; 72; 75; 75
961; "sync"; 27; 73; 75; 75
962; "sync"; 28; 74; 75; 75
963; "sync"; 29; 75; 75; 75
964; "sync"; 30; 76; 75; 75
965; "sync"; 31; 77; 75; 75
966; "sync"; 32; 78; 75; 75
967; "sync"; 33; 79; 75; 75
968; "sync"; 34; 80; 75; 75
969; "sync"; 35; 81; 75; 75
970; "sync"; 36; 82; 75; 75
971; "sync"; 37; 83; 75; 75
972; "sync"; 38; 84; 75; 75
973; "sync"; 39; 85; 75; 75
974; "sync"; 40; 86; 75; 75
975; "sync"; 41; 87; 75; 75
976; "sync"; 42; 88; 75; 75
977; "sync"; 43; 89; 75; 75
978; "sync"; 44; 90; 75; 75
979; "sync"; 45; 91; 75; 75
980; "sync"; 46; 92; 75; 75
981; "sync"; 47; 93; 75; 75
982; "sync"; 48; 94; 75; 75
983; "sync"; 49; 95; 75; 75
984; "sync"; 50; 96; 75; 75
985; "sync"; 51; 97; 75; 75
986; "sync"; 52; 98; 75; 75
987; "sync"; 53; 99; 75; 75
988; "sync"; 54; 100; 75; 75
989; "sync"; 55; 101; 75; 75
990; "sync"; 56; 102; 75; 75
991; "sync"; 57; 103; 75; 75
992; "sync"; 58; 104; 75; 75
993; "sync"; 59; 105; 75; 75
994; "sync"; 60; 106; 75; 75
995; "sync"; 61; 107; 75; 75
996; "sync"; 62; 108; 75; 75
997; "sync"; 63; 109; 75; 75
998; "sync"; 64; 110; 75; 75
999; "sync"; 65; 111; 75; 75
1000; "sync"; 66; 112; 75; 75
1001; "sync"; 67; 113; 75; 75
1002; "sync"; 68; 114; 75; 75
1003; "sync"; 69; 115; 75; 75
1004; "sync"; 70; 116; 75; 75
1005; "sync"; 71; 117; 75; 75
1006; "sync"; 72; 118; 75; 75
1007; "sync"; 73; 119; 75; 75
1008; "sync"; 74; 120; 75; 75
1009; "sync"; 75; 121; 75; 75
1010; "sync"; 76; 122; 75; 75
1011; "sync"; 77; 123; 75; 75
1012; "sync"; 78; 124; 75; 75
1013; "sync"; 79; 125; 75; 75
1014; "sync"; 80; 126; 75; 75
1015; "sync"; 81; 127; 75; 75
1016; "sync"; 82; 128; 75; 75
1017; "sync"; 83; 129; 75; 75
1018; "sync"; 84; 130; 75; 75
1019; "sync"; 85; 131; 75; 75
1020; "sync"; 86; 132; 75; 75
1021; "sync"; 87; 133; 75; 75
1022; "sync"; 88; 134; 75; 75
1023; "sync"; 89; 135; 75; 75
1024; "sync"; 90; 136; 75; 75
1025; "sync"; 91; 137; 75; 75
1026; "sync"; 92; 138; 75; 75
1027; "sync"; 93; 139; 75; 75
1028; "sync"; 94; 140; 75; 75
1029; "sync"; 95; 141; 75; 75
1030; "sync"; 96; 142; 75; 75
1031; "sync"; 97; 143; 75; 75
1032; "sync"; 98; 144; 75; 75
1033; "sync"; 99; 145; 75; 75
1034; "sync"; 100; 146; 75; 75
1035; "sync"; 101; 147; 75; 75
1036; "sync"; 102; 148; 75; 75
1037; "sync"; 103; 149; 75; 75
1038; "sync"; 104; 150; 75; 75
1039; "sync"; 105; 151; 75; 75
1040; "sync"; 106; 152; 75; 75
1041; "sync"; 107; 153; 75; 75
1042; "sync"; 108; 154; 75; 75
1043; "sync"; 109; 155; 75; 75
1044; "sync"; 110; 156; 75; 75
1045; "sync"; 111; 157; 75; 75
1046; "sync"; 112; 158; 75; 75
1047; "sync"; 113; 159; 75; 75
1048; "sync"; 114; 160; 75; 75
1049; "sync"; 115; 161; 75; 75
1050; "sync"; 116; 162; 75; 75
1051; "sync"; 117; 163; 75; 75
1052; "sync"; 118; 164; 75; 75
1053; "sync"; 119; 165; 75; 75
1054; "sync"; 120; 166; 75; 75
1055; "sync"; 121; 167; 75; 75
1056; "sync"; 122; 168; 75; 75
1057; "sync"; 123; 169; 75; 75
1058; "sync"; 124; 170; 75; 75
1059; "sync"; 125; 171; 75; 75
1060; "sync"; 126; 172; 75; 75
1061; "sync"; 127; 173; 75; 75
1062; "sync"; 128; 174; 75; 75
1063; "sync"; 129; 175; 75; 75
1064; "sync"; 130; 176; 75; 75
1065; "sync"; 131; 177; 75; 75
1066; "sync"; 132; 178; 75; 75
1067; "sync"; 133; 179; 75; 75
1068; "sync"; 134; 180; 75; 75
1069; "sync"; 135; 181; 75; 75
1070; "sync"; 136; 182; 75; 75
1071; "sync"; 137; 183; 75; 75
1072; "sync"; 138; 184; 75; 75
1073; "sync"; 185; 231; 75; 75
1074; "sync"; 186; 232; 75; 75
1075; "sync"; 187; 233; 75; 75
1076; "sync"; 188; 234; 75; 75
1077; "sync"; 189; 235; 75; 75
1078; "sync"; 190; 236; 75; 75
1079; "sync"; 191; 237; 75; 75
1080; "sync"; 192; 238; 75; 75
1081; "sync"; 193; 239; 75; 75
1082; "sync"; 194; 240; 75; 75
1083; "sync"; 195; 241; 75; 75
1084; "sync"; 196; 242; 75; 75
1085; "sync"; 197; 243; 75; 75
1086; "sync"; 198; 244; 75; 75
1087; "sync"; 199; 245; 75; 75
1088; "sync"; 200; 246; 75; 75
1089; "sync"; 201; 247; 75; 75
1090; "sync"; 202; 248; 75; 75
1091; "sync"; 203; 249; 75; 75
1092; "sync"; 204; 250; 75; 75
1093; "sync"; 205; 251; 75; 75
1094; "sync"; 206; 252; 75; 75
1095; "sync"; 207; 253; 75; 75
1096; "sync"; 208; 254; 75; 75
1097; "sync"; 209; 255; 75; 75
1098; "sync"; 210; 256; 75; 75
1099; "sync"; 211; 257; 75; 75
1100; "sync"; 212; 258; 75; 75
1101; "sync"; 213; 259; 75; 75
1102; "sync"; 214; 260; 75; 75
1103; "sync"; 215; 261; 75; 75
1104; "sync"; 216; 262; 75; 75
1105; "sync"; 217; 263; 75; 75
1106; "sync"; 218; 264; 75; 75
1107; "sync"; 219; 265; 75; 75
1108; "sync"; 220; 266; 75; 75
1109; "sync"; 221; 267; 75; 75
1110; "sync"; 222; 268; 75; 75
1111; "sync"; 223; 269; 75; 75
1112; "sync"; 224; 270; 75; 75
1113; "sync"; 225; 271; 75; 75
1114; "sync"; 226; 272; 75; 75
1115; "sync"; 227; 273; 75; 75
1116; "sync"; 228; 274; 75; 75
1117; "sync"; 229; 275; 75; 75
1118; "sync"; 230; 276; 75; 75
1119; "sync"; 231; 277; 75; 75
1120; "sync"; 232; 278; 75; 75
1121; "sync"; 233; 279; 75; 75
1122; "sync"; 234; 280; 75; 75
1123; "sync"; 235; 281; 75; 75
1124; "sync"; 236; 282; 75; 75
1125; "sync"; 237; 283; 75; 75
1126; "sync"; 238; 284; 75; 75
1127; "sync"; 239; 285; 75; 75
1128; "sync"; 240; 286; 75; 75
1129; "sync"; 241; 287; 75; 75
1130; "sync"; 242; 288; 75; 75
1131; "sync"; 243; 289; 75; 75
1132; "sync"; 244; 290; 75; 75
1133; "sync"; 245; 291; 75; 75
1134; "sync"; 246; 292; 75; 75
1135; "sync"; 247; 293; 75; 75
1136; "sync"; 248; 294; 75; 75
1137; "sync"; 249; 295; 75; 75
1138; "sync"; 250; 296; 75; 75
1139; "sync"; 251; 297; 75; 75
1140; "sync"; 252; 298; 75; 75
1141; "sync"; 253; 299; 75; 75
1142; "sync"; 254; 300; 75; 75
1143; "sync"; 255; 301; 75; 75
1144; "sync"; 256; 302; 75; 75
1145; "sync"; 257; 303; 75; 75
1146; "sync"; 258; 304; 75; 75
1147; "sync"; 259; 305; 75; 75
1148; "sync"; 260; 306; 75; 75
1149; "sync"; 261; 307; 75; 75
1150; "sync"; 262; 308; 75; 75
1151; "sync"; 263; 309; 75; 75
1152; "sync"; 264; 310; 75; 75
1153; "sync"; 265; 311; 75; 75
1154; "sync"; 266; 312; 75; 75
1155; "sync"; 267; 313; 75; 75
1156; "sync"; 268; 314; 75; 75
1157; "sync"; 269; 315; 75; 75
1158; "sync"; 270; 316; 75; 75
1159; "sync"; 271; 317; 75; 75
1160; "sync"; 272; 318; 75; 75
1161; "sync"; 273; 319; 75; 75
1162; "sync"; 274; 320; 75; 75
1163; "sync"; 275; 321; 75; 75
1164; "sync"; 276; 322; 75; 75
1165; "sync"; 277; 323; 75; 75
1166; "sync"; 278; 324; 75; 75
1167; "sync"; 279; 325; 75; 75
1168; "sync"; 280; 326; 75; 75
1169; "sync"; 281; 327; 75; 75
1170; "sync"; 282; 328; 75; 75
1171; "sync"; 283; 329; 75; 75
1172; "sync"; 284; 330; 75; 75
1173; "sync"; 285; 331; 75; 75
1174; "sync"; 286; 332; 75; 75
1175; "sync"; 287; 333; 75; 75
1176; "sync"; 288; 334; 75; 75
1177; "sync"; 289; 335; 75; 75
1178; "sync"; 290; 336; 75; 75
1179; "sync"; 291; 337; 75; 75
1180; "sync"; 292; 338; 75; 75
1181; "sync"; 293; 339; 75; 75
1182; "sync"; 294; 340; 75; 75
1183; "sync"; 295; 341; 75; 75
1184; "sync"; 296; 342; 75; 75
1185; "sync"; 297; 343; 75; 75
1186; "sync"; 298; 344; 75; 75
1187; "sync"; 299; 345; 75; 75
1188; "sync"; 300; 346; 75; 75
1189; "sync"; 301; 347; 75; 75
1190; "sync"; 302; 348; 75; 75
1191; "sync"; 303; 349; 75; 75
1192; "sync"; 304; 350; 75; 75
1193; "sync"; 305; 351; 75; 75
1194; "sync"; 306; 352; 75; 75
1195; "sync"; 307; 353; 75; 75
1196; "sync"; 308; 354; 75; 75
1197; "sync"; 309; 355; 75; 75
1198; "sync"; 310; 356; 75; 75
1199; "sync"; 311; 357; 75; 75
1200; "sync"; 312; 358; 75; 75
1201; "sync"; 313; 359; 75; 75
1202; "sync"; 314; 360; 75; 75
1203; "sync"; 315; 361; 75; 75
1204; "sync"; 316; 362; 75; 75
1205; "sync"; 317; 363; 75; 75
1206; "sync"; 318; 364; 75; 75
1207; "sync"; 319; 365; 75; 75
1208; "sync"; 320; 366; 75; 75
1209; "sync"; 321; 367; 75; 75
1210; "sync"; 322; 368; 75; 75
1211; "sync"; 369; 395; 60; 60
1212; "sync"; 370; 396; 60; 60
1213; "sync"; 371; 397; 60; 60
1214; "sync"; 372; 398; 60; 60
1215; "sync"; 373; 399; 60; 60
1216; "sync"; 374; 400; 60; 60
1217; "sync"; 375; 401; 60; 60
1218; "sync"; 376; 402; 60; 60
1219; "sync"; 377; 403; 60; 60
1220; "sync"; 378; 404; 60; 60
1221; "sync"; 379; 405; 60; 60
1222; "sync"; 380; 406; 60; 60
1223; "sync"; 381; 407; 60; 60
1224; "sync"; 382; 408; 60; 60
1225; "sync"; 383; 409; 60; 60
1226; "sync"; 384; 410; 60; 60
1227; "sync"; 385; 411; 60; 60
1228; "sync"; 386; 412; 60; 60
1229; "sync"; 387; 413; 60; 60
1230; "sync"; 388; 414; 60; 60
1231; "sync"; 389; 415; 60; 60
1232; "sync"; 390; 416; 60; 60
1233; "sync"; 391; 417; 60; 60
1234; "sync"; 392; 418; 60; 60
1235; "sync"; 393; 419; 60; 60
1236; "sync"; 394; 420; 60; 60
1237; "sync"; 395; 421; 60; 60
1238; "sync"; 396; 422; 60; 60
1239; "sync"; 397; 423; 60; 60
1240; "sync"; 398; 424; 60; 60
1241; "sync"; 399; 425; 60; 60
1242; "sync"; 400; 426; 60; 60
1243; "sync"; 401; 427; 60; 60
1244; "sync"; 402; 428; 60; 60
1245; "sync"; 403; 429; 60; 60
1246; "sync"; 404; 430; 60; 60
1247; "sync"; 405; 431; 60; 60
1248; "sync"; 406; 432; 60; 60
1249; "sync"; 407; 433; 60; 60
1250; "sync"; 408; 434; 60; 60
1251; "sync"; 409; 435; 60; 60
1252; "sync"; 410; 436; 60; 60
1253; "sync"; 411; 437; 60; 60
1254; "sync"; 412; 438; 60; 60
1255; "sync"; 413; 439; 60; 60
1256; "sync"; 414; 440; 60; 60
1257; "sync"; 415; 441; 60; 60
1258; "sync"; 416; 442; 60; 60
1259; "sync"; 417; 443; 60; 60
1260; "sync"; 418; 444; 60; 60
1261; "sync"; 419; 445; 60; 60
1262; "sync"; 420; 446; 60; 60
1263; "sync"; 421; 447; 60; 60
1264; "sync"; 422; 448; 60; 60
1265; "sync"; 423; 449; 60; 60
1266; "sync"; 424; 450; 60; 60
1267; "sync"; 425; 451; 60; 60
1268; "sync"; 426; 452; 60; 60
1269; "sync"; 427; 453; 60; 60
1270; "sync"; 428; 454; 60; 60
1271; "sync"; 429; 455; 60; 60
1272; "sync"; 430; 456; 60; 60
1273; "sync"; 431; 457; 60; 60
1274; "sync"; 432; 458; 60; 60
1275; "sync"; 433; 459; 60; 60
1276; "sync"; 434; 460; 60; 60
1277; "sync"; 435; 461; 60; 60
1278; "sync"; 436; 462; 60; 60
1279; "sync"; 437; 463; 60; 60
1280; "sync"; 438; 464; 60; 60
1281; "sync"; 439; 465; 60; 60
1282; "sync"; 440; 466; 60; 60
1283; "sync"; 441; 467; 60; 60
1284; "sync"; 442; 468; 60; 60
1285; "sync"; 443; 469; 60; 60
1286; "sync"; 444; 470; 60; 60
1287; "sync"; 445; 471; 60; 60
1288; "sync"; 446; 472; 60; 60
1289; "sync"; 447; 473; 60; 60
1290; "sync"; 448; 474; 60; 60
1291; "sync"; 449; 475; 60; 60
1292; "sync"; 450; 476; 60; 60
1293; "sync"; 451; 477; 60; 60
1294; "sync"; 452; 478; 60; 60
1295; "sync"; 453; 479; 60; 60
1296; "sync"; 454; 480; 60; 60
1297; "sync"; 455; 481; 60; 60
1298; "sync"; 456; 482; 60; 60
1299; "sync"; 457; 483; 60; 60
1300; "sync"; 458; 484; 60; 60
1301; "sync"; 459; 485; 60; 60
1302; "sync"; 460; 486; 60; 60
1303; "sync"; 461; 487; 60; 60
1304; "sync"; 462; 488; 60; 60
1305; "sync"; 463; 489; 60; 60
1306; "sync"; 464; 490; 60; 60
1307; "sync"; 465; 491; 60; 60
1308; "sync"; 466; 492; 60; 60
1309; "sync"; 467; 493; 60; 60
1310; "sync"; 468; 494; 60; 60
1311; "sync"; 469; 495; 60; 60
1312; "sync"; 470; 496; 60; 60
1313; "sync"; 471; 497; 60; 60
1314; "sync"; 472; 498; 60; 60
1315; "sync"; 499; 525; 60; 60
1316; "sync"; 500; 526; 60; 60
1317; "sync"; 501; 527; 60; 60
1318; "sync"; 502; 528; 60; 60
1319; "sync"; 503; 529; 60; 60
1320; "sync"; 504; 530; 60; 60
1321; "sync"; 505; 531; 60; 60
1322; "sync"; 506; 532; 60; 60
1323; "sync"; 507; 533; 60; 60
1324; "sync"; 508; 534; 60; 60
1325; "sync"; 509; 535; 60; 60
1326; "sync"; 510; 536; 60; 60
1327; "sync"; 511; 537; 60; 60
1328; "sync"; 512; 538; 60; 60
1329; "sync"; 513; 539; 60; 60
1330; "sync"; 514; 540; 60; 60
1331; "sync"; 515; 541; 60; 60
1332; "sync"; 516; 542; 60; 60
1333; "sync"; 517; 543; 60; 60
1334; "sync"; 518; 544; 60; 60
1335; "sync"; 519; 545; 60; 60
1336; "sync"; 520; 546; 60; 60
1337; "sync"; 521; 547; 60; 60
1338; "sync"; 522; 548; 60; 60
1339; "sync"; 523; 549; 60; 60
1340; "sync"; 524; 550; 60; 60
1341; "sync"; 525; 551; 60; 60
1342; "sync"; 526; 552; 60; 60
1343; "sync"; 527; 553; 60; 60
1344; "sync"; 528; 554; 60; 60
1345; "sync"; 529; 555; 60; 60
1346; "sync"; 530; 556; 60; 60
1347; "sync"; 531; 557; 60; 60
1348; "sync"; 532; 558; 60; 60
1349; "sync"; 533; 559; 60; 60
1350; "sync"; 534; 560; 60; 60
1351; "sync"; 535; 561; 60; 60
1352; "sync"; 536; 562; 60; 60
1353; "sync"; 537; 563; 60; 60
1354; "sync"; 538; 564; 60; 60
1355; "sync"; 539; 565; 60; 60
1356; "sync"; 540; 566; 60; 60
1357; "sync"; 541; 567; 60; 60
1358; "sync"; 542; 568; 60; 60
1359; "sync"; 543; 569; 60; 60
1360; "sync"; 544; 570; 60; 60
1361; "sync"; 545; 571; 60; 60
1362; "sync"; 546; 572; 60; 60
1363; "sync"; 547; 573; 60; 60
1364; "sync"; 548; 574; 60; 60
1365; "sync"; 549; 575; 60; 60
1366; "sync"; 550; 576; 60; 60
1367; "sync"; 551; 577; 60; 60
1368; "sync"; 552; 578; 60; 60
1369; "sync"; 553; 579; 60; 60
1370; "sync"; 554; 580; 60; 60
1371; "sync"; 555; 581; 60; 60
1372; "sync"; 556; 582; 60; 60
1373; "sync"; 557; 583; 60; 60
1374; "sync"; 558; 584; 60; 60
1375; "sync"; 559; 585; 60; 60
1376; "sync"; 560; 586; 60; 60
1377; "sync"; 561; 587; 60; 60
1378; "sync"; 562; 588; 60; 60
1379; "sync"; 563; 589; 60; 60
1380; "sync"; 564; 590; 60; 60
1381; "sync"; 565; 591; 60; 60
1382; "sync"; 566; 592; 60; 60
1383; "sync"; 567; 593; 60; 60
1384; "sync"; 568; 594; 60; 60
1385; "sync"; 569; 595; 60; 60
1386; "sync"; 570; 596; 60; 60
1387; "sync"; 571; 597; 60; 60
1388; "sync"; 572; 598; 60; 60
1389; "sync"; 573; 599; 60; 60
1390; "sync"; 574; 600; 60; 60
1391; "sync"; 575; 601; 60; 60
1392; "sync"; 576; 602; 60; 60
1393; "sync"; 577; 603; 60; 60
1394; "sync"; 578; 604; 60; 60
1395; "sync"; 579; 605; 60; 60
1396; "sync"; 580; 606; 60; 60
1397; "sync"; 581; 607; 60; 60
1398; "sync"; 582; 608; 60; 60
1399; "sync"; 583; 609; 60; 60
1400; "sync"; 584; 610; 60; 60
1401; "sync"; 585; 611; 60; 60
1402; "sync"; 586; 612; 60; 60
1403; "sync"; 587; 613; 60; 60
1404; "sync"; 588; 614; 60; 60
1405; "sync"; 589; 615; 60; 60
1406; "sync"; 590; 616; 60; 60
1407; "sync"; 591; 617; 60; 60
1408; "sync"; 592; 618; 60; 60
1409; "sync"; 593; 619; 60; 60
1410; "sync"; 594; 620; 60; 60
1411; "sync"; 595; 621; 60; 60
1412; "sync"; 596; 622; 60; 60
1413; "sync"; 597; 623; 60; 60
1414; "sync"; 598; 624; 60; 60
1415; "sync"; 599; 625; 60; 60
1416; "sync"; 600; 626; 60; 60
1417; "sync"; 601; 627; 60; 60
1418; "sync"; 602; 628; 60; 60
1419; "sync"; 629; 653; 100; 100
1420; "sync"; 630; 654; 100; 100
1421; "sync"; 631; 655; 100; 100
1422; "sync"; 632; 656; 100; 100
1423; "sync"; 633; 657; 100; 100
1424; "sync"; 634; 658; 100; 100
1425; "sync"; 635; 659; 100; 100
1426; "sync"; 636; 660; 100; 100
1427; "sync"; 637; 661; 100; 100
1428; "sync"; 638; 662; 100; 100
1429; "sync"; 639; 663; 100; 100
1430; "sync"; 640; 664; 100; 100
1431; "sync"; 641; 665; 100; 100
1432; "sync"; 642; 666; 100; 100
1433; "sync"; 643; 667; 100; 100
1434; "sync"; 644; 668; 100; 100
1435; "sync"; 645; 669; 100; 100
1436; "sync"; 646; 670; 100; 100
1437; "sync"; 647; 671; 100; 100
1438; "sync"; 648; 672; 100; 100
1439; "sync"; 649; 673; 100; 100
1440; "sync"; 650; 674; 100; 100
1441; "sync"; 651; 675; 100; 100
1442; "sync"; 652; 676; 100; 100
1443; "sync"; 653; 677; 100; 100
1444; "sync"; 654; 678; 100; 100
